ItemID,Sentiment,SentimentText
23344,Positive,"@1capplegate A local apartment/hotel concierge I'm sure would pick it up and ship it to the US, for a fee of course. Cheaper than new! "
98157,Negative,@conn1231 nope...she won't let me! 
9307,Positive,#chesterday Doente 
87688,Negative,@chasecoy is your Raleigh show already sold out? 
24554,Positive,@aceybongos hello graham =] has SW battlefront 3 been confrimed for 360. thanks and yess if your wondering i would kill you off online 
40703,Negative,"@amm1029 will you be blogging recollections from the show, setlist, emily's wardrobe notes etc?  so bummed i could not attend myself "
53272,Positive,@B_tifullyTragic ... in London last night so give it a few hours &amp; I'm sure a few will appear 
82685,Positive,@carynmeshell what are you thinking thinking thinking about? don't hurt your BrAiN! 
9130,Negative,#ASOT400 how much is the rocket ticket to the moon?? i can't find it online 
30738,Negative,@Addicted2DEW I have this odd condition with not feeling pain in mouth and face nerves. So no pain but can't catch bad things happening 
97693,Negative,@ColdZero2006 ah ok! iPod touch 3.0 list here - http://tinyurl.com/5msztr iPhone 3.0 list here - http://tinyurl.com/365jq6 shame 
73975,Positive,@capitaln that's how I roll. Comfort over image IMO 
89049,Positive,@Cherish Then go back to sleep until you're not as cranky! 
50974,Positive,@AmeliaLewe @LeeLotus  I Love you both so much â¥ great days â¥  ....yeah rollercoaster
57283,Positive,@Baustin621 hiiiiiiiiiii hope all is well  I'm following you now.
18840,Positive,@__SennaVamp *text* cus I like to act like a 3 yr old 
16139,Positive,:redface:  http://tinyurl.com/ng829q
79233,Positive,"@CelticCrossing Yesterday was plain yogurt, banana, orange juice, pineapple, strawberries and mango!  MMmmMmMm"
33643,Negative,@aisle4Records yeh i spose we have big day out and soundwave. but nothing better than that as far as i know 
95051,Negative,@CrackerCrumbie No one has said it better.  I meant to add a comment to that effect as well but twitterfailed. 
60282,Negative,@bickclick SAD DAY!  there's always next year. We still need to photo safari. A-SAP!
88092,Positive,@cheapsuits I had an old Taurus that tried to kill me. Fiesta hasn't yet. 
82164,Negative,@Ashleyin1drland I'm so sorry about the show  Fingers crossed that something else can be worked out  Sending you hugs.
95096,Positive,@ciararyandreams haha i think i may do that :L who do you think the guest person on before the storm is?? 
7900,Positive,#prep4loss @TornadoAlert - Helping the community 
43333,Negative,@AlexReside  Ooops.. I had a bug   But I fixed it..    Try that tiny URL again..
34825,Positive,@akeemjamal hells yea boy u better work that shit. i aint neva been scared to take no dick lmao made that up just for u keemie 
48910,Positive,@Amanda_Holden  luv the dress!! It is very pretty. 
26180,Positive,@612brisbane I don't care about Origin but will be at the movies! Sorry Chaser. 
48966,Positive,@arianitd thats cool i have some listeners on he biz who have commented 
72855,Negative,@britneyspears why have you not yet brought the circus to birmingham?! im yet to see the show  Xx
56525,Negative,@bdiibizzle I'll make them!!!! You have to come 
82198,Negative,@CarrieChute noo the me and sam being copycats. i can't scroll that far down on tweetdeck  :L
32189,Negative,@Afrodurty 
40303,Positive,@ambeasttt im paying for half of it  plus i earned it being an all A student!!!
4501,Negative, re: twitter - yet another US centric app which fails internationally! actual practical features (sms updates) a no go suomessa...
72024,Negative,"@CaliArchie not fair, I want to go to San Diego!  It's been fo-eva!!!"
93050,Positive,@BatJosh awww haha if you say soooooo 
39401,Negative,@AlexLJ what? on updates or followers? because i'm only on 36 followers 
41996,Positive,@AndrewSansone I'm off work so I actually get to watch today.  Julie and Gregg are great together 
52634,Negative,"@awesomemoments oh girl, I don't have money money and my mum hates the extensions, Im lost  ajaja"
1335,Positive, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
84378,Negative,  i hate being at work this long on the weekend.  i want my bf and my kitties
65219,Negative,@breakmyback to triste 
34731,Negative,"@AK618 no, I've missed 9  1 for a wedding, 1 for school, 6 for Peru :'( and yesterday's for summer camp (basically work)"
9854,Positive,"#FollowFriday @lilithsaintcrow is an unparalleled writer whose books &amp; Tweets are a joy to read - full of wit, intelligence, &amp; warmth. "
68960,Positive,@btrflynyc NICE PICTURE  ..IT IS HOT AND POPPIN UP IN HERE @ PROMENADE
62367,Positive,"@blackbirdsings I'm sure you won't need it, but good luck with TSL! "
18294,Positive,@_emmajane_ yeah will look into it 
88007,Negative,@Cheapflights_uk hmmm.. No I don't fancy bankrupting myself by flying up next weekend  that's stupidly expensive
43494,Positive,"@Anjeebaby lol I meant, could that be why your twitter page has gone funny, I have no wine, however would you like some pear cider?  "
63106,Positive,@BlokesLib you'll have to remember to bring the couch so you can relax a while and grab some rays 
25093,Negative,"@actua11y oh man, that's right!! sorry.... i totally forgot "
46796,Negative,@aprilnicole for some reason I don't get them either 
50489,Positive,@AmberCadabra one by one. step by step.  That's how tasks can be successfully accomplished   Good luck
94232,Negative,@beantown_b no kiss kiss? Hot liquids   &quot;U kin do it&quot;
52284,Positive,"@avalanchelynn a tailored shirt.  price can range frm $100 upwards, depending on material used. U get complete control over all aspect..."
78967,Negative,@callmeShane whaaaat? from the park? 
16793,Negative,"; getting mad at my skin, =.= wishing that it'll all be clear soon "
10617,Negative,"#iranelection infidel here,one last time. Khamenei, baby,call me, its beeeeeen ages. YOU never answer my texts or tweets? is it over? "
61635,Positive,@BIG_WHITE I suck at PLO...  I never play PLO.  I just came for fun.  
35153,Negative,"@akrapacs Ouch!  The line will be really really bad too, hope you don't have to go to the end of it after you get your badge!"
6673,Positive,#musicmonday A mellow melody for your morning.  http://twiturm.com/09ch #freemp3
50344,Positive,"@amazon_twit First Frank Lloyd Wright legos and now Indiana Jones! I'm 36 but somewhat tempted.  Oh my gosh, I hope I start working soon "
76283,Negative,"@CasadeFerreira Hi Luiz, I have filmmakers in Sao Paulo! I'm looking for filmmakers in different parts of the world for the final places! "
74433,Positive,@browneyes803 MY DAY WAS GREAT 
40269,Negative,@AmazingPhil my camera is dead 
34378,Positive,@allstaralice I'm fine.  What about you?
93219,Positive,@connorcolesmom Ya'll have fun!  Next time shout at me.. I'll come join you. I'm in Huntsville so would jump on over! 
48635,Negative,@alyssabernal good work there! Love to buy a copy of the new song but couldn't do so from ITunes  only available in the US unfortunately!
14554,Positive,...exciting week for me this week! I cant wait! 
89164,Negative,@B3M yeah ill take 94 over 55 and rain! 
13382,Positive,&quot;is this true love&quot; lyric of the day 
47783,Negative,@ARIESsyrille I just read the news and watched an interview with Mike talking about it and it almost made me teary.  Sad news 
99958,Positive,@csquaredsmiles TWATLIGHT loool.. I know.. now they relate rain to it.. haha thats why i wanna move to england is always cold! 
72960,Positive,@brittabritt Things are looking up 
6033,Negative,#dealbreaker teeth that look like you've been chewing on rocks ur entire life. 
97743,Positive,@colinhewitt Not yet..  Had to put together an e-commerce site presentation for sthing else. Interesting site for sure..
88368,Negative,@CindaLee  Hope lungs all better now!
30515,Positive,@Adizz09 rock on that's cool 
58275,Positive,"@beautiful_waste I have a 5lb Maltese, 10lb Pomeranian, and 50ish lb Brittany.  They're all way too spoiled  pics http://bit.ly/4sCA6f"
42883,Positive,@angelaabelle nice 2 see u 2day...u don't have 2 worry about any of my basketball tweets til Thursday!!!  lol
31005,Negative,@ADrunkReaper I got 2 of those I havent been able to do. 1 on 2nd island and 1 on 3rd. Theyre stopping me getting 100% 
59131,Positive,@beelay Yes 
67214,Positive,"@bobbyrettew  That makes my day so much better, it's been a rough one. Did I mention I love the new photo! "
55013,Negative,@azizansari http://twitpic.com/6dhqb - i can't see it either!! 
4921,Positive,"#fcv Broken monitor ~17&quot; Samsung (flat) (Port Moody, Coquitlam): It looks good, but doesn't work   Thanks http://tinyurl.com/ouhfd9"
4296,Negative,# About to head back to work - the holidays over 
42990,Positive,@angielala Just messing wit u chica 
63263,Positive,@blueeyedbetty ohh wow..  that dress is sooo cute 
82326,Positive,@chelsealush you can make a mess anytime  miss you guys already.
87040,Negative,"@charlene9905 they all are! Lol..bad attitude i 2 hav, i know! Lol! yes, u'll B ok! I know u will! im srry it didnt wrk out!   {{Big Hug}}"
32335,Negative,@Agent_M Dude that's so sad 
69827,Positive,"@bunnykins2 Yep, PNR = Paranormal Romance, you got it. "
67643,Positive,@Brooklynmutt thanks for spreading the word about my Edwin Land pic 
71323,Negative,@andyprovidence I have a bad headache too dude. Feel better 
56913,Negative,@barnstormed true! it is just annoying that even IE6 is displaying it better 
59634,Positive,@bethpaye - I have no idea. She is definately one of a kind. 
14935,Negative,...that America wanted Adam Lambert to be their American Idol. A sadly predictable travesty in the goddam conservative USofA 
25839,Positive,@40deuce I love you for using this hashtag --&gt; #SUCCESS!!!!! )) no such thing as to much positivity!  agree with more 3D stuff 
55777,Negative,@babygirlparis I do too. And it's breaking my heart now that he's under confinement and hasn't eaten anything for 2 days now 
19248,Negative,???????? ...: ... ?????? ?????? !!!!!  :cry: http://is.gd/KGfj
5042,Negative," what a weird day it has been yesterday, let's start a new stage... A new level coming up..."
95658,Negative,@Civitico cool your jets isn't your saying it's kodiak jack's you ball bag.i've lost my usb so i'm in the shits it had everything on it 
321,Negative,   Just... 
15433,Negative,".@shubox I wish! I feel dirty even thinking about having to add these things to a website, but what the client wants........ "
85200,Negative,@aubreyanne you were here in the Bay?! I didn't get to see yaz 
89072,Positive,@Cherrim the que for that one is empty  but I might break a nail
78647,Negative,@ceabs yummy! I haven't been there forever.. Brad doesn't like them.  
96183,Negative,"@CrisBrown what happened tho? Been offered an interview in wolves, but its kinda staffs side of wolves which is way too far "
58369,Positive,@beautyworks Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
84754,Negative,@cayleem I was going to use it in my shoot today but still haven't been able to find it  and that twit pic is wicked! xo
98143,Negative,@confuseray  spam-sushi
24361,Negative,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee 
82896,Positive,@ashleytisdale You really deserve it! congrats and that is the firstof so much more 
22318,Positive,@4ut good evening! 
65140,Negative,@brazenone u never gave me that one! 
24520,Positive,@1strecords Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
83195,Negative,"@chicalta oh wow. that's all bad. sorry, but know what that means, gay all day. . .and he had the chin piercing "
61124,Positive,@bigpurpleheart LOL! Who cares if you have touched peoples lives all over the world?! 
