Sentiment,CleanedText
Negative,"['mission', 'impossible', 'suck', 'like', 'theatan', 'energy', 'fieldkaggle', 'awful', 'goth', 'twist', 'brokeback', 'mountain', 'shatteredspine', 'emomound', 'cow', 'shit']"
Negative,"['email', 'dont', 'work']"
Positive,"['quotu', 'change', 'ur', 'hair', 'u', 'change', 'ur', 'clothes', 'u', 'change', 'ur', 'mind', 'thts', 'way', 'goesquot']"
Positive,"['stuff', 'vitamens', 'glueten', 'free', 'brownie']"
Negative,"['go', 'aim', 'time', 'relly', 'need', 'uptdate', 'software', 'hackntosh', 'bit', 'toold', 'break']"
Positive,"['anything', 'lupe', 'fiasco']"
Positive,"['quot', 'dan', 'u', 'want', 'jira', 'dev', 'teamsquot', 'quotyesquot', 'quothould', 'provision', 'new', 'box', 'itquot', 'quotyesquot', 'quotkay', 'orderedquot', 'easy', 'see']"
Positive,['hi']
Negative,"['wasnt', 'able', 'perform', 'thrown', 'big', 'house']"
Negative,['headache']
Negative,"['awww', 'well', 'bad', 'place', 'b', 'eitherthe', 'lineup', 'sound', 'pretty', 'awesome', 'sure', 'handle', 'scream', 'tho']"
Positive,"['nice', 'alone', 'time']"
Positive,"['travel', 'mofo']"
Negative,"['next', 'time']"
Positive,"['tonight', 'shud', 'watch', 'eloises', 'lt', 'cat']"
Positive,['recess']
Positive,"['youre', 'quite', 'welcome']"
Positive,['cmon']
Positive,"['go', 'itunes', 'click', 'radio', 'click', 'pop', 'radio', 'disney']"
Positive,"['seem', 'always', 'end', 'tx', 'schl', 'email', 'loricom', 'ill', 'add', 'u', 'mail', 'list']"
Positive,"['seem', 'hella', 'cool']"
Negative,"['u', 'lucky', 'man', 'never', 'reply']"
Negative,"['ere', 'visio', 'document', 'continuously', 'change']"
Negative,"['im', 'talk', 'neighbourhood', 'bakery', 'even', 'like', 'bengawan', 'solokinda', 'bakery', 'nobody', 'like', 'custard', 'ar']"
Positive,"['new', 'pictureeei', 'dont', 'face', 'buuutits', 'beatiful', 'aah', 'photograph', 'sara', 'sheve', 'great', 'future', 'photograph', 'haha']"
Negative,"['someone', 'good', 'time', 'last', 'night', 'invite', 'lol']"
Positive,"['joke', 'btw', 'movie', 'plastic', 'disc', 'see']"
Positive,"['exactly', 'point', 'wouldnt', 'ask']"
Negative,"['cool', 'bummer', 'cant', 'go', 'auckland', 'july', 'th']"
Positive,"['dang', 'wish', 'coulda', 'hung', 'im', 'already', 'bed', 'freak', 'tire', 'well', 'keep', 'touch', 'let', 'party']"
Positive,"['thanks', 'mention']"
Positive,"['cool', 'love', 'go', 'power', 'peaceful', 'spearhead', 'wonderful', 'act', 'spirit', 'la', 'day']"
Negative,"['sleep', 'til', 'saturday', 'allow', 'unless', 'rain', 'outwhich', 'current', 'case']"
Negative,"['hospital', 'dad', 'n']"
Negative,"['finish', 'work', 'go', 'homeyou', 'suck', 'much', 'right']"
Negative,"['go', 'minute', 'please', 'please', 'please']"
Positive,"['nawwww', 'come', 'fix', 'car', 'anyday']"
Positive,"['cannot', 'wait', 'till', 'exam', 'omg', 'like', 'partay', 'everyday', 'woooooooooooooh', 'dsi']"
Positive,"['thanks', 'dont', 'think', 'possible', 'stage', 'site', 'development', 'thanks', 'anyway']"
Positive,"['grownup', 'responsibility', 'awesome', 'though']"
Positive,"['sound', 'perfect', 'stick', 'make', 'habit', 'bravo']"
Negative,"['season', 'offline', 'found', 'last', 'five', 'episode', 'stop', 'watch', 'lose', 'completely', 'im', 'jonesin']"
Negative,"['im', 'sorry', 'wont', 'sorry']"
Negative,"['develop', 'stutter', 'footie', 'tv', 'blame']"
Positive,"['heyy', 'know', 'painting', 'mcr', 'youve', 'do', 'dougie', 'one', 'call', 'haha']"
Positive,"['hey', 'fuck', 'enjoy', 'womanize', 'cheat', 'dirt', 'bag']"
Negative,"['quota', 'walk', 'rememberquot', 'make', 'cry', 'sad']"
Negative,"['yesanything', 'could', 'go', 'wrong', 'thought', 'arnie', 'would', 'cheer', 'upbut', 'dont', 'know', 'long', 'im', 'stuck']"
Positive,"['claim', 'sure', 'claim', 'though', 'marengo', 'go', 'victor', 'baptist', 'year']"
Negative,"['ohhh', 'nooo', 'sent', 'burriss', 'fresno', 'guess', 'didnt', 'like', 'dougie']"
Positive,['thanks']
Negative,"['booo', 'mean', 'twin', 'time', 'today']"
Negative,"['ltlt', 'planet', 'terror', 'ltlt', 'pizza', 'oj', 'sleepand', 'thats']"
Negative,"['office', 'crave', 'ice', 'cream']"
Positive,"['thanks', 'follow']"
Negative,"['oh', 'may', 'need', 'different', 'picture', 'soon', 'anyway', 'give', 'camera', 'year', 'old', 'tomorrow']"
Positive,"['hmm', 'okay', 'thre', 'ok', 'idk', 'ive', 'real', 'high', 'last', 'mnths', 'n', 'ive', 'go', 'right', 'cba', 'anythn']"
Positive,"['youre', 'welcome']"
Negative,"['isit', 'yet']"
Positive,"['quotjump', 'aroundquot', 'house', 'pain', 'good', 'timesgood', 'time']"
Positive,"['miss', 'jerseylive', 'festival', 'festival', 'guide', 'website', 'best', 'also', 'home', 'lol']"
Positive,"['im', 'sure', 'cuppa', 'havent', 'see', 'good', 'way', 'save', 'time']"
Negative,"['cant', 'see', 'postsorry']"
Positive,"['nobody', 'haha', 'know', 'lot', 'people', 'give', 'shout', 'outa', 'free']"
Negative,"['want', 'egg', 'dodge', 'raindrop', 'get', 'chicken', 'mcnuggets']"
Positive,"['heard', 'fell', 'suet', 'feeder', 'recover', 'well']"
Positive,"['love', 'dear', 'twin']"
Negative,['disappoint']
Negative,"['im', 'afraid', 'theatre', 'exile', 'go', 'forever']"
Negative,"['never', 'get', 'online', 'class', 'wait', 'last', 'night', 'happen']"
Negative,"['caresbear', 'didnt', 'get', 'much', 'sleep', 'feel', 'gross', 'amp', 'little', 'sick']"
Negative,"['happy', 'princess', 'ok', 'sure', 'stressful', 'night']"
Negative,"['woke', 'migrainemy', 'sinus', 'act', 'nooo']"
Negative,"['omgggg', 'yes', 'picked', 'good', 'im', 'jealous']"
Positive,"['steak', 'last', 'night', 'w', 'mash', 'potato', 'wilt', 'spinach', 'chocolate', 'mousse', 'oh', 'beer', 'good', 'night']"
Positive,"['yep', 'thats', 'one']"
Positive,"['congrats', 'ashley', 'totally', 'deserve']"
Negative,"['sometimes', 'feel', 'bad']"
Negative,"['aww', 'heartbreaking', 'he', 'doggy', 'heaven']"
Negative,"['oh', 'im', 'sorry', 'hope', 'get', 'well', 'soon']"
Negative,"['quotthis', 'song', 'every', 'broken', 'heartquot', 'love', 'nick', 'inspiration', 'amaze', 'wish', 'could', 'denver']"
Negative,"['didnt', 'really', 'want', 'want', 'one']"
Negative,"['whats', 'wrong']"
Negative,"['super', 'tire', 'bloat', 'food', 'dun', 'feel', 'like', 'bathing', 'x']"
Positive,['time']
Negative,"['well', 'day', 'actually', 'two', 'great', 'play', 'date', 'totally', 'hot', 'play', 'partner', 'date', 'get', 'sick', 'amp', 'cancel']"
Positive,"['glad', 'great', 'time']"
Positive,"['pennyless', 'hilton', 'hahaha', 'thats', 'cute', 'name']"
Negative,"['sound', 'good', 'want', 'pancake', 'waffle', 'bad', 'menu']"
Positive,"['good', 'time']"
Negative,"['take', 'girl', 'see', 'lunch', 'school', 'tourtering', 'class', 'tonight']"
Negative,"['gooduhate', 'concept', 'zoo', 'periodquoth', 'ur', 'pretty', 'let', 'steal', 'u', 'ur', 'family', 'n', 'lock', 'u', 'cage', 'lifequot', 'buy', 'kid', 'book']"
Negative,"['u', 'say', 'ok', 'youre', 'follower']"
Positive,['girlme']
Negative,"['oh', 'cool', 'long', 'cant', 'even', 'define', 'term', 'right', 'alley', 'cool']"
Positive,"['fat', 'female', 'term', 'quotfeeling', 'thatquot']"
Negative,"['dammit', 'miss']"
Positive,"['im', 'nurse', 'lol', 'im', 'go', 'pediatric', 'dr', 'specializes', 'blood', 'disease']"
Positive,"['happy', 'mother', 'day']"
Positive,"['haha', 'yeah', 'want', 'u', 'suffer', 'eats', 'delicious', 'pancake']"
Negative,"['dont', 'eat', 'sausage', 'roll', 'ill', 'find', 'foofie', 'meal', 'ill', 'get', 'as', 'kick', 'like', 'salad']"
Positive,"['let', 'know', 'im', 'way', 'home', 'meet', 'ok']"
Negative,"['dont', 'like']"
Negative,"['thats', 'meannnnn', 'dont']"
Positive,"['sorry', 'trout', 'one', 'want', 'hear', 'blister', 'foot']"
Negative,"['life', 'suck']"
Negative,"['aeriel', 'thursdayampfridaay', 'babe']"
Negative,"['left', 'vacation', 'freak', 'airport', 'hate', 'fly', 'boat', 'lol']"
Positive,"['lovee', 'youu', 'abigaillyy']"
Positive,"['oh', 'im', 'almost', 'never', 'asleep']"
Positive,"['dang', 'feel', 'warm', 'fuzzy', 'trustworthy']"
Negative,"['im', 'sadla', 'isnt', 'tour']"
Negative,"['night', 'completely', 'devoid', 'lip', 'least', 'lip', 'intend', 'barely', 'alive', 'last', 'time', 'haha']"
Positive,"['sound', 'like', 'youre', 'fun']"
Negative,"['link', 'doesnt', 'work']"
Negative,"['hope', 'shes', 'okay', 'hug']"
Negative,"['thats', 'actually', 'far', 'truth']"
Negative,"['mine', 'bowl', 'cereal', 'late', 'local', 'news']"
Positive,"['like', 'new', 'dont', 'tough', 'world', 'please', 'u', 'eh']"
Negative,"['also', 'retouch', 'photo', 'make', 'dude', 'look', 'like', 'foundation']"
Negative,"['farewell', 'pic', 'go', 'owl']"
Positive,"['saturdayleave', 'tomorrow']"
Positive,"['think', 'im', 'gonna', 'love', 'sound', 'new', 'recordi', 'adore', 'prog', 'rock', 'love', 'xo', 'fia']"
Positive,"['oh', 'yeah', 'girl', 'reunite', 'lol']"
Positive,"['wave', 'twitter', 'morning', 'hope', 'nice', 'day']"
Positive,"['great', 'btw', 'finally', 'found', 'chuck', 'run', 'mexico', 'start', 'see']"
Negative,"['wonder', 'thing', 'use', 'awesome', 'cartoon', 'come', 'saturday', 'booo', 'anymore']"
Negative,"['hahaha', 'telstra', 'support', 'tether', 'tho']"
Positive,"['aw', 'x']"
Positive,"['sort', 'amp', 'start', 'complain', 'wont', 'get', 'do', 'time', 'adjust', 'attitude']"
Negative,"['oh', 'noooooo', 'ive', 'hearing', 'people']"
Positive,"['cute', 'baby']"
Positive,"['red', 'hot', 'chilli']"
Negative,"['iphone', 'hate', 'please', 'give', 'new', 'one', 'p', 'lose', 'phone', 'number']"
Negative,"['announces', 'intention', 'cease', 'development', 'marketing']"
Negative,"['ive', 'get', 'dish', 'im', 'also', 'work', 'right']"
Positive,"['morning', 'need', 'coffee', 'brain', 'kick']"
Negative,"['go', 'back', 'checked', 'email', 'recipient', 'fail', 'permanently', 'message', 'email', 'brianadriancom']"
Positive,"['make', 'think', 'everyone', 'recruiting', 'drive']"
Negative,"['jail', 'cant', 'tweet', 'hour']"
Negative,"['didnt', 'know', 'phone', 'die', 'post', 'stuff', 'facebook', 'wall', 'aim']"
Negative,"['oh', 'youre', 'right', 'mac', 'version', 'take']"
Positive,"['yeh', 'know', 'hope', 'itll', 'great', 'amp', 'remembeeeer', 'usa', 'great', 'bac', 'great', 'xd']"
Positive,"['hope', 'also', 'turn', 'early', 'chill', 'show']"
Positive,"['sanity', 'fun', 'dont', 'miss', 'morning', 'workshop']"
Positive,"['consistently', 'loyal', 'thank', 'much', 'care']"
Negative,"['room', 'life', 'one', 'bff']"
Negative,"['nerd', 'still', 'tha', 'tmaths', 'class', 'vce', 'yr', 'sound', 'lyk', 'fun']"
Positive,"['might', 'go', 'lex', 'next', 'sunday']"
Positive,['thank']
Positive,"['yeah', 'im', 'cucumberaddicted', 'truggidrugs', 'crisp']"
Negative,"['jaw', 'hurt', 'stupid', 'wisdom', 'teeth']"
Negative,"['minutesshe', 'get', 'hour']"
Positive,"['yes', 'haha']"
Negative,"['package', 'come', 'overseas', 'mean', 'idea', 'get', 'want', 'order']"
Negative,"['bby', 'fken', 'bore', 'upp', 'as', 'tooo', 'watch', 'tv', 'txt', 'mee']"
Negative,"['lose', 'please', 'help', 'find', 'good', 'home']"
Negative,"['fell', 'much', 'well', 'im', 'home', 'husband', 'l', 'dont', 'think', 'ill', 'make', 'computer', 'class', 'nite']"
Positive,"['yes', 'fact', 'lent', 'car', 'bloke', 'uk', 'concerned', 'first']"
Positive,"['happy', 'birthday', 'hope', 'great', 'day', 'one', 'saturdaythats', 'good', 'start']"
Negative,"['cannot', 'belive', 'darth', 'jackson', 'finial', 'tonight', 'bgt', 'thought', 'michael', 'jackson', 'mask', 'haxx']"
Positive,"['would', 'imagine', 'litle', 'bias', 'andraz']"
Positive,"['quothow', 'clean', 'room', 'ten', 'minutesquot', 'wonderful', 'article']"
Negative,"['god', 'hope']"
Negative,"['amp', 'light', 'rain', 'left', 'house', 'dry', 'si', 'ferry', 'train', 'neverrrr', 'stop']"
Positive,"['ha', 'ha', 'u', 'potty', 'u', 'know', 'wouldnt', 'awful', 'die', 'living', 'room']"
Positive,"['thanks', 'alan', 'need', 'fundraise', 'support', 'get', 'documentary', 'plus', 'shirt', 'cool']"
Negative,"['gesnapt', 'nicotinekauwgom']"
Positive,"['f', 'tweeter', 'blog', 'site']"
Negative,"['know', 'dream', 'song', 'kidso', 'shush', 'amp', 'mean', 'far', 'live', 'streamsyou', 'lie']"
Negative,"['didnt', 'get', 'new', 'follower', 'face', 'lose', 'couple']"
Negative,"['noooo', 'favorite', 'judge']"
Positive,"['mouse', 'amp', 'men', 'check', 'outlt', 'youll', 'love']"
Positive,"['hahaha', 'happy', 'birthday', 'day', 'btw', 'fun', 'x']"
Positive,"['good', 'morning']"
Positive,"['lol', 'bottle', 'water', 'wall', 'bottle', 'water', 'take', 'one', 'pas', 'around', 'bottle', 'water', 'wall']"
Positive,"['bright', 'golden', 'haze', 'meadow']"
Positive,"['wake', 'sometimes']"
Negative,"['fun', 'today', 'last', 'day', 'heeeeeeere', 'missyoooou']"
Negative,"['stress', 'im', 'go', 'away', 'worry', 'take', 'couple', 'day']"
Negative,"['quotback', 'youquotbeautiful', 'yes', 'please', 'kind', 'action', 'area', 'really', 'want', 'hear', 'mr', 'sam', 'svr']"
Positive,"['im', 'glad', 'know', 'bad', 'feel', 'orion', 'sick', 'must', 'x', 'bad', 'child', 'glad', 'well']"
Negative,"['arm', 'hurt', 'hit', 'time', 'arm', 'reason']"
Positive,"['true', 'blue', 'yeah', 'hope', 'watch', 'episode', 'two', 'time', 'mean', 'course', 'two', 'time', 'fun', 'man', 'get', 'go', 'bye']"
Negative,"['sign', 'petitionthat', 'sad']"
Positive,"['shahhht', 'ahhhhp']"
Negative,"['news', 'retiree', 'protest', 'molson', 'brewery', 'st', 'john', 'announce', 'cut', 'pension', 'plan', 'cover', 'free', 'beer']"
Negative,"['boothlike', 'poof', 'lol', 'u', 'comin', 'back', 'h', 'needa', 'break', 'la']"
Positive,"['listen', 'metro', 'station', 'shake', 'remixquite', 'good']"
Positive,"['dm', 'email', 'address', 'ill', 'send', 'question']"
Negative,"['know', 'didnt', 'sound', 'right', 'sorry', 'kells', 'lol', 'still', 'dont', 'time', 'hope', 'still', 'orangizer', 'never']"
Positive,"['write', 'faster', 'though', 'thats', 'good', 'thing', 'happen']"
Negative,"['get', 'io', 'early', 'every', 'day', 'whats', 'say']"
Positive,"['weve', 'told', 'avenue', 'boy', 'welcome', 'anytime', 'sammy', 'sophie', 'say', 'thorpe', 'park', 'roast']"
Positive,"['happy', 'anniversary', 'two', 'cute', 'together']"
Positive,"['look', 'get', 'follower', 'today', 'like', 'em', 'funny', 'profane', 'amp', 'awesome', 'follow']"
Negative,"['bad', 'late', 'get', 'name', 'fair', 'love', 'usernames']"
Positive,"['thank', 'idea', 'progress', 'throw']"
Negative,"['please', 'rub', 'inim', 'call', 'cust', 'retent', 'tomorrow', 'grrr']"
Negative,"['tv', 'work']"
Negative,"['still', 'like', 'cake', 'trainor']"
Negative,['help']
Positive,"['hey', 'let', 'get', 'little', 'sleep', 'fun']"
Negative,"['grimlok', 'last', 'na', 'beta', 'event', 'cant', 'make', 'weekend', 'event', 'lose', 'vent', 'info', 'happy', 'armory']"
Negative,"['snifflesniffle', 'cough']"
Negative,"['thats', 'love', 'shameless', 'lol', 'yetbut', 'aint', 'yet', 'either', 'lol']"
Positive,"['way', 'piano', 'grandmother', 'house', 'met', 'pianonys', 'approval']"
Positive,"['haha', 'gravy', 'baby']"
Negative,"['im', 'charge', 'ipod', 'bberry', 'car', 'left', 'wall', 'charger', 'home']"
Negative,"['sigh', 'everyones', 'holiday', 'home']"
Negative,"['course', 'tomorrow', 'today', 'still', 'wait']"
Positive,"['fantastic', 'absolutely', 'love']"
Negative,"['oh', 'man', 'really', 'suck', 'hope', 'find']"
Positive,"['gues', 'ur', 'song', 'right', 'alright', 'okay', 'im', 'much', 'well', 'without']"
Negative,"['quothow', 'act', 'like', 'rapper', 'quotwheres', 'private', 'jet', 'damn', 'fail', 'rapper', 'sux']"
Positive,"['jealous', 'dont', 'picture', 'aforementioned', 'might', 'even', 'type']"
Negative,"['perhaps', 'bug', 'get', 'pitch', 'real', 'estate', 'bot', 'via', 'reply', 'somethin', 'weird', 'happen', 'tonight', 'followunfollow']"
Positive,"['lol', 'sorry', 'ate', 'pretty', 'hot', 'help', 'greedy']"
Negative,"['look', 'like', 'gonna', 'rain']"
Negative,"['even', 'grey', 'thats', 'odd', 'poorly', 'sunday']"
Negative,"['thats', 'bitch']"
Negative,"['fastrak', 'soothie', 'today', 'make', 'think', 'u']"
Positive,"['swore', 'lol', 'get', 'drunk', 'sound', 'like', 'yoda', 'today', 'feel', 'like', 'shit']"
Positive,"['woop', 'ill', 'create', 'sample', 'one', 'send', 'way']"
Positive,"['possible', 'plausible', 'cant', 'plausible', 'rumour']"
Positive,"['u', 'info', 'teleprompter', 'need', 'inexpensive', 'teleprompter', 'info', 'please']"
Positive,"['apols', 'stammer']"
Negative,"['day', 'play']"
Negative,"['wow', 'funi', 'wishi', 'could', 'go', 'warp', 'tour', 'summer', 'cant', 'hope', 'see', 'u', 'concert', 'soon', 'luv', 'katelyn']"
Positive,"['haha', 'respect', 'daughtertheyre', 'good']"
Positive,"['didnt', 'need', 'read', 'instruction', 'manual', 'get', 'start', 'always', 'plus', 'big', 'curve', 'though']"
Positive,"['agree', 'less', 'stress', 'well']"
Positive,"['oh', 'ill', 'stay', 'online', 'case', 'want', 'talk']"
Positive,"['nerd', 'guess', 'mean', 'youll', 'plenty', 'time', 'study', 'class']"
Positive,"['quotquotwishes', 'ellen', 'degeneres', 'would', 'invite', 'showquot', 'lol']"
Positive,"['yeah', 'glad', 'finally', 'arrive']"
Positive,"['hard', 'keep', 'track', 'youre', 'follow', 'amp', 'youre', 'id', 'follow', 'either', 'way', 'worry']"
Positive,"['omg', 'ur', 'soo', 'right', 'totally', 'forgot', 'make', 'day']"
Positive,"['nawi', 'threw', 'floor', 'cuse', 'lefty', 'told', 'close', 'freakin', 'door', 'behind']"
Positive,['yes']
Positive,"['good', 'pool', 'news', 'red', 'rock', 'amp', 'always', 'welcome', 'local', 'w', 'free', 'palazzo', 'ventian', 'mf', 'enjoy']"
Positive,"['free', 'nowand', 'cant', 'stop', 'tweet', 'lot', 'compensate', 'twitter', 'withdrawal', 'period']"
Positive,"['interest', 'find']"
Negative,"['know', 'uggggggggh']"
Positive,"['come', 'get', 'hurricane', 'preparedness', 'guide', 'jacksonville', 'sun', 'game', 'friday', 'night', 'th', 'win', 'portable', 'generator']"
Negative,"['man', 'terrible', 'im', 'sad', 'glad', 'ok', 'accident', 'happen', 'im', 'sure', 'learn', 'lot']"
Positive,"['sound', 'exactly', 'like', 'something', 'need', 'hearnow']"
Positive,['tweet']
Negative,"['thought', 'get', 'hitch', 'solstice', 'maybe', 'im', 'wrong', 'day', 'jule', 'isnt', 'well']"
Positive,"['im', 'gr', 'enjoyn', 'time', 'away', 'rm', 'skool', 'u', 'spoke', 'highly', 'twittterville', 'bad']"
Positive,"['haha', 'may', 'see', 'hope', 'enjoy', 'spectacle']"
Positive,"['thanks', 'denisenot', 'look', 'good', 'though', 'long', 'range', 'forcastrain', 'week', 'sooo', 'good', 'weekend', 'though']"
Positive,"['im', 'think', 'add', 'certify', 'power', 'point', 'user', 'resume']"
Positive,"['great', 'chap', 'lt', 'check']"
Positive,"['suppose', 'win', 'trip', 'atlanta', 'amp', 'texted', 'somebody', 'florence', 'thats', 'wrong']"
Negative,"['bawls', 'fuel', 'anymore', 'store', 'anymore']"
Negative,"['ive', 'get', 'wait', 'another', 'month', 'xx']"
Negative,"['forgot', 'tuesday', 'want', 'go']"
Positive,"['luv', 'movie', 'need', 'channel', 'surf', 'amp', 'find']"
Negative,"['meeks', 'depress', 'day']"
Positive,"['ahaha', 'aww', 'love', 'alex', 'mrscjbaranlt']"
Negative,['shut']
Negative,"['want', 'leave', 'work', 'early', 'sniff']"
Positive,"['sweet', 'caroline', 'good', 'time', 'never', 'seem', 'good', 'repeat', 'start', 'morning', 'right']"
Negative,"['really', 'bad', 'night', 'couldnt', 'sleep', 'couldnt', 'believe', 'eminem', 'walk', 'mtv', 'award', 'spose', 'as', 'face']"
Positive,['thanks']
Positive,"['always', 'j', 'dad', 'pull', 'sunflower', 'kid', 'would', 'plant', 'seedling', 'dh', 'would', 'yank', 'thought', 'weed']"
Negative,"['say', 'couldnt', 'get', 'x', 'cuz', 'much', 'power']"
Negative,"['heard', 'drink', 'many', 'one', 'day', 'die']"
